1.00609	1	536
1.01265	1	1072
1.01964	1	1608
1.02663	1	2144
1.03314	1	2680
1.03408	1	3216
1.04013	1	3752
1.04107	1	4288
1.04202	1	4824
1.04703	1	5360
1.05499	1	5896
1.05593	1	6432
1.0567	1	6968
1.07099	1	7504
1.07193	1	8040
1.0727	1	8576
1.08699	1	9112
1.08793	1	9648
1.0887	1	10184
1.10299	1	10720
1.10393	1	11256
1.1047	1	11792
1.11899	1	12328
1.11993	1	12864
1.1207	1	13400
1.13499	1	13936
1.13593	1	14472
1.1367	1	15008
1.15099	1	15544
1.15193	1	16080
1.1527	1	16616
1.16699	1	17152
1.16793	1	17688
1.1687	1	18224
1.18299	1	18760
1.18393	1	19296
1.1847	1	19832
1.19899	1	20368
1.19993	1	20904
1.2007	1	21440
1.21499	1	21976
1.21593	1	22512
1.2167	1	23048
1.23099	1	23584
1.23193	1	24120
1.2327	1	24656
1.24699	1	25192
1.24793	1	25728
1.2487	1	26264
1.26299	1	26800
1.26393	1	27336
1.2647	1	27872
1.27899	1	28408
1.27993	1	28944
1.2807	1	29480
1.29499	1	30016
1.29593	1	30552
1.2967	1	31088
1.31099	1	31624
1.31193	1	32160
1.3127	1	32696
1.32699	1	33232
1.32793	1	33768
1.3287	1	34304
1.34299	1	34840
1.34393	1	35376
1.3447	1	35912
1.35899	1	36448
1.35993	1	36984
1.3607	1	37520
1.37499	1	38056
1.37593	1	38592
1.3767	1	39128
1.39099	1	39664
1.39193	1	40200
1.3927	1	40736
1.40699	1	41272
1.40793	1	41808
1.4087	1	42344
1.42299	1	42880
1.42393	1	43416
1.4247	1	43952
1.43899	1	44488
1.43993	1	45024
1.4407	1	45560
1.45499	1	46096
1.45593	1	46632
1.4567	1	47168
1.47099	1	47704
1.47193	1	48240
1.4727	1	48776
1.48699	1	49312
1.48793	1	49848
1.4887	1	50384
1.50299	1	50920
1.50393	1	51456
1.5047	1	51992
1.51899	1	52528
1.51993	1	53064
1.5207	1	53600
1.53499	1	54136
1.53593	1	54672
1.5367	1	55208
1.55099	1	55744
1.55193	1	56280
1.5527	1	56816
1.56699	1	57352
1.56793	1	57888
1.5687	1	58424
1.58299	1	58960
1.58393	1	59496
1.5847	1	60032
1.59899	1	60568
1.59993	1	61104
1.6007	1	61640
1.61499	1	62176
1.61593	1	62712
1.6167	1	63248
1.63099	1	63784
1.63193	1	64320
1.6327	1	64856
1.64699	1	65392
1.64793	1	65928
1.6487	1	66464
1.66299	1	67000
1.66393	1	67536
1.6647	1	68072
1.67899	1	68608
1.67993	1	69144
1.6807	1	69680
1.69499	1	70216
1.69593	1	70752
1.6967	1	71288
1.71099	1	71824
1.71193	1	72360
1.7127	1	72896
1.72699	1	73432
1.72793	1	73968
1.7287	1	74504
1.74299	1	75040
1.74393	1	75576
1.7447	1	76112
1.75899	1	76648
1.75993	1	77184
1.7607	1	77720
1.77499	1	78256
1.77593	1	78792
1.7767	1	79328
1.79099	1	79864
1.79193	1	80400
1.7927	1	80936
1.80699	1	81472
1.80793	1	82008
1.8087	1	82544
1.82299	1	83080
1.82393	1	83616
1.8247	1	84152
1.83899	1	84688
1.83993	1	85224
1.8407	1	85760
1.85499	1	86296
1.85593	1	86832
1.8567	1	87368
1.87099	1	87904
1.87193	1	88440
1.8727	1	88976
1.88699	1	89512
1.88793	1	90048
1.8887	1	90584
1.90299	1	91120
1.90393	1	91656
1.9047	1	92192
1.91899	1	92728
1.91993	1	93264
1.9207	1	93800
1.93499	1	94336
1.93593	1	94872
1.9367	1	95408
1.95099	1	95944
1.95193	1	96480
1.9527	1	97016
1.96699	1	97552
1.96793	1	98088
1.9687	1	98624
1.98299	1	99160
1.98393	1	99696
1.9847	1	100232
1.99899	1	100768
1.99993	1	101304
2.0007	1	101840
2.01499	1	102376
2.01593	1	102912
2.0167	1	103448
2.03099	1	103984
2.03193	1	104520
2.0327	1	105056
2.04699	1	105592
2.04793	1	106128
2.0487	1	106664
2.06299	1	107200
2.06393	1	107736
2.0647	1	108272
2.07899	1	108808
2.07993	1	109344
2.0807	1	109880
2.09499	1	110416
2.09593	1	110952
2.0967	1	111488
2.11099	1	112024
2.11193	1	112560
2.1127	1	113096
2.12699	1	113632
2.12793	1	114168
2.1287	1	114704
2.14299	1	115240
2.14393	1	115776
2.1447	1	116312
2.15899	1	116848
2.15993	1	117384
2.1607	1	117920
2.17499	1	118456
2.17593	1	118992
2.1767	1	119528
2.19099	1	120064
2.19193	1	120600
2.1927	1	121136
RxDrop in 1 at 2.20394
2.20747	1	121672
2.20841	1	1072
2.22299	1	1340
2.22997	1	1554
2.23679	1	1738
2.2433	1	1903
2.24982	1	2053
2.25633	1	2192
2.26285	1	2323
2.26379	1	2446
2.26949	1	2563
2.27099	1	2675
2.27601	1	2782
2.2778	1	2885
2.28699	1	2984
2.28793	1	3080
2.29333	1	3173
RxDrop in 1 at 2.30089
2.30299	1	3263
2.30441	1	3351
2.31852	1	1072
2.33452	1	1340
2.3415	1	1554
2.34849	1	1738
2.355	1	1903
2.36152	1	2053
2.36804	1	2192
2.37455	1	2323
2.37549	1	2446
2.38154	1	2563
2.38252	1	2675
2.38805	1	2782
2.38903	1	2885
2.39852	1	2984
2.39946	1	3080
2.40503	1	3173
2.41452	1	3263
2.41546	1	3351
2.4164	1	3436
2.43052	1	3519
2.43146	1	3600
2.4324	1	3679
2.44652	1	3757
2.44746	1	3833
2.4484	1	3907
2.46252	1	3980
2.46346	1	4052
2.4644	1	4122
2.47852	1	4191
2.47946	1	4259
2.4804	1	4326
2.49452	1	4392
2.49546	1	4457
2.4964	1	4521
2.51052	1	4584
2.51146	1	4646
2.5124	1	4707
2.52652	1	4768
2.52746	1	4828
2.5284	1	4887
2.54252	1	4945
2.54346	1	5003
2.5444	1	5060
2.55852	1	5116
2.55946	1	5172
2.5604	1	5227
2.57452	1	5281
2.57546	1	5335
2.5764	1	5388
2.59052	1	5441
2.59146	1	5493
2.5924	1	5545
2.60652	1	5596
2.60746	1	5647
2.6084	1	5697
2.62252	1	5747
2.62346	1	5796
2.6244	1	5845
2.63852	1	5894
2.63946	1	5942
2.6404	1	5990
2.65452	1	6037
2.65546	1	6084
2.6564	1	6131
2.67052	1	6177
2.67146	1	6223
2.6724	1	6269
2.68652	1	6314
2.68746	1	6359
2.6884	1	6404
2.70252	1	6448
2.70346	1	6492
2.7044	1	6536
2.71852	1	6579
2.71946	1	6622
2.7204	1	6665
2.73452	1	6708
2.73546	1	6750
2.7364	1	6792
2.75052	1	6834
2.75146	1	6876
2.7524	1	6917
2.76652	1	6958
2.76746	1	6999
2.7684	1	7040
2.78252	1	7080
2.78346	1	7120
2.7844	1	7160
2.79852	1	7200
2.79946	1	7239
2.8004	1	7278
2.81452	1	7317
2.81546	1	7356
2.8164	1	7395
2.83052	1	7433
2.83146	1	7471
2.8324	1	7509
2.84652	1	7547
2.84746	1	7585
2.8484	1	7622
2.86252	1	7659
2.86346	1	7696
2.8644	1	7733
2.87852	1	7770
2.87946	1	7806
2.8804	1	7842
2.89452	1	7878
2.89546	1	7914
2.8964	1	7950
2.91052	1	7986
2.91146	1	8021
2.9124	1	8056
2.92652	1	8091
2.92746	1	8126
2.9284	1	8161
RxDrop in 1 at 2.93994
2.94252	1	8196
2.94441	1	1072
2.95899	1	1340
2.96597	1	1554
2.97279	1	1738
2.9793	1	1903
2.98582	1	2053
2.99233	1	2192
2.99885	1	2323
2.99979	1	2446
3.00549	1	2563
3.00699	1	2675
3.01201	1	2782
3.0138	1	2885
3.02299	1	2984
3.02393	1	3080
3.02933	1	3173
3.03899	1	3263
3.03993	1	3351
3.0407	1	3436
3.05499	1	3519
3.05593	1	3600
3.0567	1	3679
3.07099	1	3757
3.07193	1	3833
3.0727	1	3907
3.08699	1	3980
3.08793	1	4052
3.0887	1	4122
3.10299	1	4191
3.10393	1	4259
3.1047	1	4326
3.11899	1	4392
3.11993	1	4457
3.1207	1	4521
3.13499	1	4584
3.13593	1	4646
3.1367	1	4707
3.15099	1	4768
3.15193	1	4828
3.1527	1	4887
3.16699	1	4945
3.16793	1	5003
3.1687	1	5060
3.18299	1	5116
3.18393	1	5172
3.1847	1	5227
3.19899	1	5281
3.19993	1	5335
3.2007	1	5388
3.21499	1	5441
3.21593	1	5493
3.2167	1	5545
3.23099	1	5596
3.23193	1	5647
3.2327	1	5697
3.24699	1	5747
3.24793	1	5796
3.2487	1	5845
3.26299	1	5894
3.26393	1	5942
3.2647	1	5990
3.27899	1	6037
3.27993	1	6084
3.2807	1	6131
3.29499	1	6177
3.29593	1	6223
3.2967	1	6269
3.31099	1	6314
3.31193	1	6359
3.3127	1	6404
RxDrop in 1 at 3.32394
3.32747	1	6448
3.32841	1	1072
3.34299	1	1340
3.34997	1	1554
3.35679	1	1738
3.3633	1	1903
3.36982	1	2053
3.37633	1	2192
3.38285	1	2323
3.38379	1	2446
RxDrop in 1 at 3.38747
3.38949	1	2563
3.39601	1	1072
3.40904	1	1340
3.41603	1	1554
3.42302	1	1738
3.43	1	1903
3.43652	1	2053
3.43712	1	2192
3.44351	1	2323
3.44445	1	2446
3.45032	1	2563
3.45499	1	2675
3.45731	1	2782
3.4618	1	2885
3.47099	1	2984
3.47193	1	3080
3.47733	1	3173
3.48699	1	3263
3.48793	1	3351
3.4887	1	3436
3.50299	1	3519
3.50393	1	3600
3.5047	1	3679
3.51899	1	3757
3.51993	1	3833
3.5207	1	3907
RxDrop in 1 at 3.53289
3.53499	1	3980
3.53641	1	4052
3.55052	1	1232
3.56699	1	1465
3.57397	1	1661
3.58079	1	1833
3.5873	1	1989
3.59382	1	2133
3.59459	1	2267
3.60081	1	2393
3.60175	1	2513
3.60762	1	2627
3.61499	1	2736
3.61593	1	2841
3.6218	1	2942
3.63099	1	3039
3.63193	1	3133
3.63733	1	3224
3.64699	1	3313
3.64793	1	3399
3.6487	1	3483
3.66299	1	3565
3.66393	1	3645
3.6647	1	3723
3.67899	1	3800
3.67993	1	3875
3.6807	1	3949
3.69499	1	4021
3.69593	1	4092
3.6967	1	4162
3.71099	1	4231
3.71193	1	4298
3.7127	1	4364
3.72699	1	4429
3.72793	1	4493
3.7287	1	4556
3.74299	1	4619
3.74393	1	4681
3.7447	1	4742
3.75899	1	4802
3.75993	1	4861
3.7607	1	4920
3.77499	1	4978
3.77593	1	5035
3.7767	1	5092
3.79099	1	5148
3.79193	1	5203
3.7927	1	5258
3.80699	1	5312
3.80793	1	5366
3.8087	1	5419
3.82299	1	5472
3.82393	1	5524
3.8247	1	5576
3.83899	1	5627
3.83993	1	5678
3.8407	1	5728
3.85499	1	5778
3.85593	1	5827
3.8567	1	5876
3.87099	1	5924
3.87193	1	5972
3.8727	1	6020
3.88699	1	6067
3.88793	1	6114
3.8887	1	6160
3.90299	1	6206
3.90393	1	6252
3.9047	1	6297
3.91899	1	6342
3.91993	1	6387
3.9207	1	6431
3.93499	1	6475
3.93593	1	6519
3.9367	1	6563
3.95099	1	6606
3.95193	1	6649
3.9527	1	6692
3.96699	1	6734
3.96793	1	6776
3.9687	1	6818
3.98299	1	6860
3.98393	1	6901
3.9847	1	6942
3.99899	1	6983
3.99993	1	7024
4.0007	1	7064
4.01499	1	7104
4.01593	1	7144
4.0167	1	7184
4.03099	1	7223
4.03193	1	7262
4.0327	1	7301
4.04699	1	7340
4.04793	1	7379
4.0487	1	7417
4.06299	1	7455
4.06393	1	7493
4.0647	1	7531
4.07899	1	7569
4.07993	1	7606
4.0807	1	7643
4.09499	1	7680
4.09593	1	7717
4.0967	1	7754
4.11099	1	7791
4.11193	1	7827
4.1127	1	7863
4.12699	1	7899
4.12793	1	7935
4.1287	1	7971
