% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.0612143	1	2	1	0.00333333	7.02728e+12	0
0.0612143	1	3	2	0.00333333	7.02728e+12	0
0.0612143	2	2	1	0.00333333	7.02728e+12	1
0.0612143	2	3	2	0.00333333	7.02728e+12	1
0.0612143	2	1	3	0.00333333	7.02728e+12	1
0.0612143	3	2	1	0.00333333	7.02728e+12	2
0.0612143	3	3	2	0.00333333	7.02728e+12	2
0.0612143	3	1	3	0.00333333	7.02728e+12	2
0.0622143	1	1	3	0.00333333	7.02728e+12	0
0.0622143	1	2	1	0.00333333	7.02728e+12	0
0.0622143	1	3	2	0.00333333	7.02728e+12	0
0.0622143	2	2	1	0.00333333	7.02728e+12	1
0.0622143	2	3	2	0.00333333	7.02728e+12	1
0.0622143	2	1	3	0.00333333	7.02728e+12	1
0.0622143	3	2	1	0.00333333	7.02728e+12	2
0.0622143	3	3	2	0.00333333	7.02728e+12	2
0.0622143	3	1	3	0.00333333	7.02728e+12	2
0.0632143	1	1	3	0.00333333	7.02728e+12	0
0.0632143	1	2	1	0.00333333	7.02728e+12	0
0.0632143	1	3	2	0.00333333	7.02728e+12	0
0.0632143	2	2	1	0.00333333	7.02728e+12	1
0.0632143	2	3	2	0.00333333	7.02728e+12	1
0.0632143	2	1	3	0.00333333	7.02728e+12	1
0.0632143	3	2	1	0.00333333	7.02728e+12	2
0.0632143	3	3	2	0.00333333	7.02728e+12	2
0.0632143	3	1	3	0.00333333	7.02728e+12	2
0.0642143	1	1	3	0.00333333	7.02728e+12	0
0.0642143	1	2	1	0.00333333	7.02728e+12	0
0.0642143	1	3	2	0.00333333	7.02728e+12	0
0.0642143	2	2	1	0.00333333	7.02728e+12	1
0.0642143	2	3	2	0.00333333	7.02728e+12	1
0.0642143	2	1	3	0.00333333	7.02728e+12	1
0.0642143	3	2	1	0.00333333	7.02728e+12	2
0.0642143	3	3	2	0.00333333	7.02728e+12	2
0.0642143	3	1	3	0.00333333	7.02728e+12	2
0.0652143	1	1	3	0.00333333	7.02728e+12	0
0.0652143	1	2	1	0.00333333	7.02728e+12	0
0.0652143	1	3	2	0.00333333	7.02728e+12	0
0.0652143	2	2	1	0.00333333	7.02728e+12	1
0.0652143	2	3	2	0.00333333	7.02728e+12	1
0.0652143	2	1	3	0.00333333	7.02728e+12	1
0.0652143	3	2	1	0.00333333	7.02728e+12	2
0.0652143	3	3	2	0.00333333	7.02728e+12	2
0.0652143	3	1	3	0.00333333	7.02728e+12	2
0.0662143	1	1	3	0.00333333	7.02728e+12	0
0.0662143	1	2	1	0.00333333	7.02728e+12	0
0.0662143	1	3	2	0.00333333	7.02728e+12	0
0.0662143	2	2	1	0.00333333	7.02728e+12	1
0.0662143	2	3	2	0.00333333	7.02728e+12	1
0.0662143	2	1	3	0.00333333	7.02728e+12	1
0.0662143	3	2	1	0.00333333	7.02728e+12	2
0.0662143	3	3	2	0.00333333	7.02728e+12	2
0.0662143	3	1	3	0.00333333	7.02728e+12	2
0.0672143	1	1	3	0.00333333	7.02728e+12	0
0.0672143	1	2	1	0.00333333	7.02728e+12	0
0.0672143	1	3	2	0.00333333	7.02728e+12	0
0.0672143	2	2	1	0.00333333	7.02728e+12	1
0.0672143	2	3	2	0.00333333	7.02728e+12	1
0.0672143	2	1	3	0.00333333	7.02728e+12	1
0.0672143	3	2	1	0.00333333	7.02728e+12	2
0.0672143	3	3	2	0.00333333	7.02728e+12	2
0.0672143	3	1	3	0.00333333	7.02728e+12	2
0.0682143	1	1	3	0.00333333	7.02728e+12	0
0.0682143	1	2	1	0.00333333	7.02728e+12	0
0.0682143	1	3	2	0.00333333	7.02728e+12	0
0.0682143	2	2	1	0.00333333	7.02728e+12	1
0.0682143	2	3	2	0.00333333	7.02728e+12	1
0.0682143	2	1	3	0.00333333	7.02728e+12	1
0.0682143	3	2	1	0.00333333	7.02728e+12	2
0.0682143	3	3	2	0.00333333	7.02728e+12	2
