% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.75	1	1	6	12	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	7	1	3	0	0	80	1440	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	8	2	3	0	0	80	1440	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	9	21	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	10	23	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	11	9	3	0	0	80	1440	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	12	20	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	13	3	3	0	0	80	1440	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	14	19	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
0.75	1	1	15	18	3	0	0	79	1422	0.00471429	0	0.00471429	0.00471429	18	0	18	18	
