% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
53	3	2	1	0	28	749	0	1	2
53	3	3	2	0	28	749	0	1	2
53	3	1	3	0	28	749	0	1	2
54	1	1	3	0	28	749	0	1	0
54	1	2	1	0	28	749	0	1	0
54	1	3	2	0	28	749	0	1	0
54	2	2	1	0	28	749	0	1	1
54	2	3	2	0	28	749	0	1	1
54	2	1	3	0	28	749	0	1	1
54	3	2	1	0	28	749	0	1	2
54	3	3	2	0	28	749	0	1	2
54	3	1	3	0	28	749	0	1	2
55	1	1	3	0	28	749	0	1	0
55	1	2	1	0	28	749	0	1	0
55	1	3	2	0	28	749	0	1	0
55	2	2	1	0	28	749	0	1	1
55	2	3	2	0	28	749	0	1	1
55	2	1	3	0	28	749	0	1	1
55	3	2	1	0	28	749	0	1	2
55	3	3	2	0	28	749	0	1	2
55	3	1	3	0	28	749	0	1	2
56	1	1	3	0	28	749	0	1	0
56	1	2	1	0	28	749	0	1	0
56	1	3	2	0	28	749	0	1	0
56	2	2	1	0	28	749	0	1	1
56	2	3	2	0	28	749	0	1	1
56	2	1	3	0	28	749	0	1	1
56	3	2	1	0	28	749	0	1	2
56	3	3	2	0	28	749	0	1	2
56	3	1	3	0	28	749	0	1	2
57	1	1	3	0	28	749	0	1	0
57	1	2	1	0	28	749	0	1	0
57	1	3	2	0	28	749	0	1	0
57	2	2	1	0	28	749	0	1	1
57	2	3	2	0	28	749	0	1	1
57	2	1	3	0	28	749	0	1	1
57	3	2	1	0	28	749	0	1	2
57	3	3	2	0	28	749	0	1	2
57	3	1	3	0	28	749	0	1	2
58	1	1	3	0	28	749	0	1	0
58	1	2	1	0	28	749	0	1	0
58	1	3	2	0	28	749	0	1	0
58	2	2	1	0	28	749	0	1	1
58	2	3	2	0	28	749	0	1	1
58	2	1	3	0	28	749	0	1	1
58	3	2	1	0	28	749	0	1	2
58	3	3	2	0	28	749	0	1	2
58	3	1	3	0	28	749	0	1	2
59	1	1	3	0	28	749	0	1	0
59	1	2	1	0	28	749	0	1	0
59	1	3	2	0	28	749	0	1	0
59	2	2	1	0	28	749	0	1	1
59	2	3	2	0	28	749	0	1	1
59	2	1	3	0	28	749	0	1	1
59	3	2	1	0	28	749	0	1	2
59	3	3	2	0	28	749	0	1	2
59	3	1	3	0	28	749	0	1	2
60	1	1	3	0	28	749	0	1	0
60	1	2	1	0	28	749	0	1	0
60	1	3	2	0	28	749	0	1	0
60	2	2	1	0	28	749	0	1	1
60	2	3	2	0	28	749	0	1	1
60	2	1	3	0	28	749	0	1	1
60	3	2	1	0	28	749	0	1	2
60	3	3	2	0	28	749	0	1	2
60	3	1	3	0	28	749	0	1	2
61	1	1	3	0	28	749	0	1	0
61	1	2	1	0	28	749	0	1	0
61	1	3	2	0	28	749	0	1	0
61	2	2	1	0	28	749	0	1	1
61	2	3	2	0	28	749	0	1	1
61	2	1	3	0	28	749	0	1	1
61	3	2	1	0	28	749	0	1	2
61	3	3	2	0	28	749	0	1	2
61	3	1	3	0	28	749	0	1	2
62	1	1	3	0	28	749	0	1	0
62	1	2	1	0	28	749	0	1	0
62	1	3	2	0	28	749	0	1	0
62	2	2	1	0	28	749	0	1	1
62	2	3	2	0	28	749	0	1	1
62	2	1	3	0	28	749	0	1	1
62	3	2	1	0	28	749	0	1	2
62	3	3	2	0	28	749	0	1	2
62	3	1	3	0	28	749	0	1	2
63	1	1	3	0	28	749	0	1	0
63	1	2	1	0	28	749	0	1	0
63	1	3	2	0	28	749	0	1	0
63	2	2	1	0	28	749	0	1	1
63	2	3	2	0	28	749	0	1	1
63	2	1	3	0	28	749	0	1	1
63	3	2	1	0	28	749	0	1	2
63	3	3	2	0	28	749	0	1	2
63	3	1	3	0	28	749	0	1	2
64	1	1	3	0	28	749	0	1	0
64	1	2	1	0	28	749	0	1	0
64	1	3	2	0	28	749	0	1	0
64	2	2	1	0	28	749	0	1	1
64	2	3	2	0	28	749	0	1	1
64	2	1	3	0	28	749	0	1	1
64	3	2	1	0	28	749	0	1	2
64	3	3	2	0	28	749	0	1	2
64	3	1	3	0	28	749	0	1	2
65	1	1	3	0	28	749	0	1	0
65	1	2	1	0	28	749	0	1	0
65	1	3	2	0	28	749	0	1	0
65	2	2	1	0	28	749	0	1	1
65	2	3	2	0	28	749	0	1	1
65	2	1	3	0	28	749	0	1	1
65	3	2	1	0	28	749	0	1	2
65	3	3	2	0	28	749	0	1	2
65	3	1	3	0	28	749	0	1	2
66	1	1	3	0	28	749	0	1	0
66	1	2	1	0	28	749	0	1	0
66	1	3	2	0	28	749	0	1	0
66	2	2	1	0	28	749	0	1	1
66	2	3	2	0	28	749	0	1	1
66	2	1	3	0	28	749	0	1	1
66	3	2	1	0	28	749	0	1	2
66	3	3	2	0	28	749	0	1	2
66	3	1	3	0	28	749	0	1	2
67	1	1	3	0	28	749	0	1	0
67	1	2	1	0	28	749	0	1	0
67	1	3	2	0	28	749	0	1	0
67	2	2	1	0	28	749	0	1	1
67	2	3	2	0	28	749	0	1	1
67	2	1	3	0	28	749	0	1	1
67	3	2	1	0	28	749	0	1	2
67	3	3	2	0	28	749	0	1	2
67	3	1	3	0	28	749	0	1	2
68	1	1	3	0	28	749	0	1	0
68	1	2	1	0	28	749	0	1	0
68	1	3	2	0	28	749	0	1	0
68	2	2	1	0	28	749	0	1	1
68	2	3	2	0	28	749	0	1	1
68	2	1	3	0	28	749	0	1	1
68	3	2	1	0	28	749	0	1	2
68	3	3	2	0	28	749	0	1	2
68	3	1	3	0	28	749	0	1	2
69	1	1	3	0	28	749	0	1	0
69	1	2	1	0	28	749	0	1	0
69	1	3	2	0	28	749	0	1	0
69	2	2	1	0	28	749	0	1	1
69	2	3	2	0	28	749	0	1	1
69	2	1	3	0	28	749	0	1	1
69	3	2	1	0	28	749	0	1	2
69	3	3	2	0	28	749	0	1	2
69	3	1	3	0	28	749	0	1	2
70	1	1	3	0	28	749	0	1	0
70	1	2	1	0	28	749	0	1	0
70	1	3	2	0	28	749	0	1	0
70	2	2	1	0	28	749	0	1	1
70	2	3	2	0	28	749	0	1	1
70	2	1	3	0	28	749	0	1	1
70	3	2	1	0	28	749	0	1	2
70	3	3	2	0	28	749	0	1	2
70	3	1	3	0	28	749	0	1	2
71	1	1	3	0	28	749	0	1	0
71	1	2	1	0	28	749	0	1	0
71	1	3	2	0	28	749	0	1	0
71	2	2	1	0	28	749	0	1	1
71	2	3	2	0	28	749	0	1	1
71	2	1	3	0	28	749	0	1	1
71	3	2	1	0	28	749	0	1	2
71	3	3	2	0	28	749	0	1	2
71	3	1	3	0	28	749	0	1	2
72	1	1	3	0	28	749	0	1	0
72	1	2	1	0	28	749	0	1	0
72	1	3	2	0	28	749	0	1	0
72	2	2	1	0	28	749	0	1	1
72	2	3	2	0	28	749	0	1	1
72	2	1	3	0	28	749	0	1	1
72	3	2	1	0	28	749	0	1	2
72	3	3	2	0	28	749	0	1	2
72	3	1	3	0	28	749	0	1	2
73	1	1	3	0	28	749	0	1	0
73	1	2	1	0	28	749	0	1	0
73	1	3	2	0	28	749	0	1	0
73	2	2	1	0	28	749	0	1	1
73	2	3	2	0	28	749	0	1	1
73	2	1	3	0	28	749	0	1	1
73	3	2	1	0	28	749	0	1	2
73	3	3	2	0	28	749	0	1	2
73	3	1	3	0	28	749	0	1	2
74	1	1	3	0	28	749	0	1	0
74	1	2	1	0	28	749	0	1	0
74	1	3	2	0	28	749	0	1	0
74	2	2	1	0	28	749	0	1	1
74	2	3	2	0	28	749	0	1	1
74	2	1	3	0	28	749	0	1	1
74	3	2	1	0	28	749	0	1	2
74	3	3	2	0	28	749	0	1	2
74	3	1	3	0	28	749	0	1	2
75	1	1	3	0	28	749	0	1	0
75	1	2	1	0	28	749	0	1	0
75	1	3	2	0	28	749	0	1	0
75	2	2	1	0	28	749	0	1	1
75	2	3	2	0	28	749	0	1	1
75	2	1	3	0	28	749	0	1	1
75	3	2	1	0	28	749	0	1	2
75	3	3	2	0	28	749	0	1	2
75	3	1	3	0	28	749	0	1	2
76	1	1	3	0	28	749	0	1	0
76	1	2	1	0	28	749	0	1	0
76	1	3	2	0	28	749	0	1	0
76	2	2	1	0	28	749	0	1	1
76	2	3	2	0	28	749	0	1	1
76	2	1	3	0	28	749	0	1	1
76	3	2	1	0	28	749	0	1	2
76	3	3	2	0	28	749	0	1	2
76	3	1	3	0	28	749	0	1	2
77	1	1	3	0	28	749	0	1	0
77	1	2	1	0	28	749	0	1	0
77	1	3	2	0	28	749	0	1	0
77	2	2	1	0	28	749	0	1	1
77	2	3	2	0	28	749	0	1	1
77	2	1	3	0	28	749	0	1	1
77	3	2	1	0	28	749	0	1	2
77	3	3	2	0	28	749	0	1	2
77	3	1	3	0	28	749	0	1	2
78	1	1	3	0	28	749	0	1	0
78	1	2	1	0	28	749	0	1	0
78	1	3	2	0	28	749	0	1	0
78	2	2	1	0	28	749	0	1	1
78	2	3	2	0	28	749	0	1	1
78	2	1	3	0	28	749	0	1	1
78	3	2	1	0	28	749	0	1	2
78	3	3	2	0	28	749	0	1	2
78	3	1	3	0	28	749	0	1	2
79	1	1	3	0	28	749	0	1	0
79	1	2	1	0	28	749	0	1	0
79	1	3	2	0	28	749	0	1	0
79	2	2	1	0	28	749	0	1	1
79	2	3	2	0	28	749	0	1	1
79	2	1	3	0	28	749	0	1	1
79	3	2	1	0	28	749	0	1	2
79	3	3	2	0	28	749	0	1	2
79	3	1	3	0	28	749	0	1	2
80	1	1	3	0	28	749	0	1	0
80	1	2	1	0	28	749	0	1	0
80	1	3	2	0	28	749	0	1	0
80	2	2	1	0	28	749	0	1	1
80	2	3	2	0	28	749	0	1	1
80	2	1	3	0	28	749	0	1	1
80	3	2	1	0	28	749	0	1	2
80	3	3	2	0	28	749	0	1	2
80	3	1	3	0	28	749	0	1	2
81	1	1	3	0	28	749	0	1	0
81	1	2	1	0	28	749	0	1	0
81	1	3	2	0	28	749	0	1	0
81	2	2	1	0	28	749	0	1	1
81	2	3	2	0	28	749	0	1	1
81	2	1	3	0	28	749	0	1	1
81	3	2	1	0	28	749	0	1	2
81	3	3	2	0	28	749	0	1	2
81	3	1	3	0	28	749	0	1	2
82	1	1	3	0	28	749	0	1	0
82	1	2	1	0	28	749	0	1	0
82	1	3	2	0	28	749	0	1	0
82	2	2	1	0	28	749	0	1	1
82	2	3	2	0	28	749	0	1	1
82	2	1	3	0	28	749	0	1	1
82	3	2	1	0	28	749	0	1	2
82	3	3	2	0	28	749	0	1	2
82	3	1	3	0	28	749	0	1	2
83	1	1	3	0	28	749	0	1	0
83	1	2	1	0	28	749	0	1	0
83	1	3	2	0	28	749	0	1	0
83	2	2	1	0	28	749	0	1	1
83	2	3	2	0	28	749	0	1	1
83	2	1	3	0	28	749	0	1	1
83	3	2	1	0	28	749	0	1	2
83	3	3	2	0	28	749	0	1	2
83	3	1	3	0	28	749	0	1	2
84	1	1	3	0	28	749	0	1	0
84	1	2	1	0	28	749	0	1	0
84	1	3	2	0	28	749	0	1	0
84	2	2	1	0	28	749	0	1	1
84	2	3	2	0	28	749	0	1	1
84	2	1	3	0	28	749	0	1	1
84	3	2	1	0	28	749	0	1	2
84	3	3	2	0	28	749	0	1	2
84	3	1	3	0	28	749	0	1	2
85	1	1	3	0	28	749	0	1	0
85	1	2	1	0	28	749	0	1	0
85	1	3	2	0	28	749	0	1	0
85	2	2	1	0	28	749	0	1	1
85	2	3	2	0	28	749	0	1	1
85	2	1	3	0	28	749	0	1	1
85	3	2	1	0	28	749	0	1	2
85	3	3	2	0	28	749	0	1	2
85	3	1	3	0	28	749	0	1	2
86	1	1	3	0	28	749	0	1	0
86	1	2	1	0	28	749	0	1	0
86	1	3	2	0	28	749	0	1	0
86	2	2	1	0	28	749	0	1	1
86	2	3	2	0	28	749	0	1	1
86	2	1	3	0	28	749	0	1	1
86	3	2	1	0	28	749	0	1	2
86	3	3	2	0	28	749	0	1	2
86	3	1	3	0	28	749	0	1	2
87	1	1	3	0	28	749	0	1	0
87	1	2	1	0	28	749	0	1	0
87	1	3	2	0	28	749	0	1	0
87	2	2	1	0	28	749	0	1	1
87	2	3	2	0	28	749	0	1	1
87	2	1	3	0	28	749	0	1	1
87	3	2	1	0	28	749	0	1	2
87	3	3	2	0	28	749	0	1	2
87	3	1	3	0	28	749	0	1	2
88	1	1	3	0	28	749	0	1	0
88	1	2	1	0	28	749	0	1	0
88	1	3	2	0	28	749	0	1	0
88	2	2	1	0	28	749	0	1	1
88	2	3	2	0	28	749	0	1	1
88	2	1	3	0	28	749	0	1	1
88	3	2	1	0	28	749	0	1	2
88	3	3	2	0	28	749	0	1	2
88	3	1	3	0	28	749	0	1	2
89	1	1	3	0	28	749	0	1	0
89	1	2	1	0	28	749	0	1	0
89	1	3	2	0	28	749	0	1	0
89	2	2	1	0	28	749	0	1	1
89	2	3	2	0	28	749	0	1	1
89	2	1	3	0	28	749	0	1	1
89	3	2	1	0	28	749	0	1	2
89	3	3	2	0	28	749	0	1	2
89	3	1	3	0	28	749	0	1	2
90	1	1	3	0	28	749	0	1	0
90	1	2	1	0	28	749	0	1	0
90	1	3	2	0	28	749	0	1	0
90	2	2	1	0	28	749	0	1	1
90	2	3	2	0	28	749	0	1	1
90	2	1	3	0	28	749	0	1	1
90	3	2	1	0	28	749	0	1	2
90	3	3	2	0	28	749	0	1	2
90	3	1	3	0	28	749	0	1	2
91	1	1	3	0	28	749	0	1	0
91	1	2	1	0	28	749	0	1	0
91	1	3	2	0	28	749	0	1	0
91	2	2	1	0	28	749	0	1	1
91	2	3	2	0	28	749	0	1	1
91	2	1	3	0	28	749	0	1	1
91	3	2	1	0	28	749	0	1	2
91	3	3	2	0	28	749	0	1	2
91	3	1	3	0	28	749	0	1	2
92	1	1	3	0	28	749	0	1	0
92	1	2	1	0	28	749	0	1	0
92	1	3	2	0	28	749	0	1	0
92	2	2	1	0	28	749	0	1	1
92	2	3	2	0	28	749	0	1	1
92	2	1	3	0	28	749	0	1	1
92	3	2	1	0	28	749	0	1	2
92	3	3	2	0	28	749	0	1	2
92	3	1	3	0	28	749	0	1	2
93	1	1	3	0	28	749	0	1	0
93	1	2	1	0	28	749	0	1	0
93	1	3	2	0	28	749	0	1	0
93	2	2	1	0	28	749	0	1	1
93	2	3	2	0	28	749	0	1	1
93	2	1	3	0	28	749	0	1	1
93	3	2	1	0	28	749	0	1	2
93	3	3	2	0	28	749	0	1	2
93	3	1	3	0	28	749	0	1	2
94	1	1	3	0	28	749	0	1	0
94	1	2	1	0	28	749	0	1	0
94	1	3	2	0	28	749	0	1	0
94	2	2	1	0	28	749	0	1	1
94	2	3	2	0	28	749	0	1	1
94	2	1	3	0	28	749	0	1	1
94	3	2	1	0	28	749	0	1	2
94	3	3	2	0	28	749	0	1	2
94	3	1	3	0	28	749	0	1	2
95	1	1	3	0	28	749	0	1	0
95	1	2	1	0	28	749	0	1	0
95	1	3	2	0	28	749	0	1	0
95	2	2	1	0	28	749	0	1	1
95	2	3	2	0	28	749	0	1	1
95	2	1	3	0	28	749	0	1	1
95	3	2	1	0	28	749	0	1	2
95	3	3	2	0	28	749	0	1	2
95	3	1	3	0	28	749	0	1	2
96	1	1	3	0	28	749	0	1	0
96	1	2	1	0	28	749	0	1	0
96	1	3	2	0	28	749	0	1	0
96	2	2	1	0	28	749	0	1	1
96	2	3	2	0	28	749	0	1	1
96	2	1	3	0	28	749	0	1	1
96	3	2	1	0	28	749	0	1	2
96	3	3	2	0	28	749	0	1	2
96	3	1	3	0	28	749	0	1	2
97	1	1	3	0	28	749	0	1	0
97	1	2	1	0	28	749	0	1	0
97	1	3	2	0	28	749	0	1	0
97	2	2	1	0	28	749	0	1	1
97	2	3	2	0	28	749	0	1	1
97	2	1	3	0	28	749	0	1	1
97	3	2	1	0	28	749	0	1	2
97	3	3	2	0	28	749	0	1	2
97	3	1	3	0	28	749	0	1	2
98	1	1	3	0	28	749	0	1	0
98	1	2	1	0	28	749	0	1	0
98	1	3	2	0	28	749	0	1	0
98	2	2	1	0	28	749	0	1	1
98	2	3	2	0	28	749	0	1	1
98	2	1	3	0	28	749	0	1	1
98	3	2	1	0	28	749	0	1	2
98	3	3	2	0	28	749	0	1	2
98	3	1	3	0	28	749	0	1	2
99	1	1	3	0	28	749	0	1	0
99	1	2	1	0	28	749	0	1	0
99	1	3	2	0	28	749	0	1	0
99	2	2	1	0	28	749	0	1	1
99	2	3	2	0	28	749	0	1	1
99	2	1	3	0	28	749	0	1	1
99	3	2	1	0	28	749	0	1	2
99	3	3	2	0	28	749	0	1	2
99	3	1	3	0	28	749	0	1	2
100	1	1	3	0	28	749	0	1	0
100	1	2	1	0	28	749	0	1	0
100	1	3	2	0	28	749	0	1	0
100	2	2	1	0	28	749	0	1	1
100	2	3	2	0	28	749	0	1	1
100	2	1	3	0	28	749	0	1	1
100	3	2	1	0	28	749	0	1	2
100	3	3	2	0	28	749	0	1	2
100	3	1	3	0	28	749	0	1	2
101	1	1	3	0	28	749	0	1	0
101	1	2	1	0	28	749	0	1	0
101	1	3	2	0	28	749	0	1	0
101	2	2	1	0	28	749	0	1	1
101	2	3	2	0	28	749	0	1	1
101	2	1	3	0	28	749	0	1	1
101	3	2	1	0	28	749	0	1	2
101	3	3	2	0	28	749	0	1	2
101	3	1	3	0	28	749	0	1	2
102	1	1	3	0	28	749	0	1	0
102	1	2	1	0	28	749	0	1	0
102	1	3	2	0	28	749	0	1	0
102	2	2	1	0	28	749	0	1	1
102	2	3	2	0	28	749	0	1	1
102	2	1	3	0	28	749	0	1	1
102	3	2	1	0	28	749	0	1	2
102	3	3	2	0	28	749	0	1	2
102	3	1	3	0	28	749	0	1	2
103	1	1	3	0	28	749	0	1	0
103	1	2	1	0	28	749	0	1	0
103	1	3	2	0	28	749	0	1	0
103	2	2	1	0	28	749	0	1	1
103	2	3	2	0	28	749	0	1	1
103	2	1	3	0	28	749	0	1	1
103	3	2	1	0	28	749	0	1	2
103	3	3	2	0	28	749	0	1	2
103	3	1	3	0	28	749	0	1	2
104	1	1	3	0	28	749	0	1	0
104	1	2	1	0	28	749	0	1	0
104	1	3	2	0	28	749	0	1	0
104	2	2	1	0	28	749	0	1	1
104	2	3	2	0	28	749	0	1	1
104	2	1	3	0	28	749	0	1	1
104	3	2	1	0	28	749	0	1	2
104	3	3	2	0	28	749	0	1	2
104	3	1	3	0	28	749	0	1	2
105	1	1	3	0	28	749	0	1	0
105	1	2	1	0	28	749	0	1	0
105	1	3	2	0	28	749	0	1	0
105	2	2	1	0	28	749	0	1	1
105	2	3	2	0	28	749	0	1	1
105	2	1	3	0	28	749	0	1	1
105	3	2	1	0	28	749	0	1	2
105	3	3	2	0	28	749	0	1	2
105	3	1	3	0	28	749	0	1	2
106	1	1	3	0	28	749	0	1	0
106	1	2	1	0	28	749	0	1	0
106	1	3	2	0	28	749	0	1	0
106	2	2	1	0	28	749	0	1	1
106	2	3	2	0	28	749	0	1	1
106	2	1	3	0	28	749	0	1	1
106	3	2	1	0	28	749	0	1	2
106	3	3	2	0	28	749	0	1	2
106	3	1	3	0	28	749	0	1	2
107	1	1	3	0	28	749	0	1	0
107	1	2	1	0	28	749	0	1	0
107	1	3	2	0	28	749	0	1	0
107	2	2	1	0	28	749	0	1	1
107	2	3	2	0	28	749	0	1	1
107	2	1	3	0	28	749	0	1	1
107	3	2	1	0	28	749	0	1	2
107	3	3	2	0	28	749	0	1	2
107	3	1	3	0	28	749	0	1	2
108	1	1	3	0	28	749	0	1	0
108	1	2	1	0	28	749	0	1	0
108	1	3	2	0	28	749	0	1	0
108	2	2	1	0	28	749	0	1	1
108	2	3	2	0	28	749	0	1	1
108	2	1	3	0	28	749	0	1	1
108	3	2	1	0	28	749	0	1	2
108	3	3	2	0	28	749	0	1	2
108	3	1	3	0	28	749	0	1	2
109	1	1	3	0	28	749	0	1	0
109	1	2	1	0	28	749	0	1	0
109	1	3	2	0	28	749	0	1	0
109	2	2	1	0	28	749	0	1	1
109	2	3	2	0	28	749	0	1	1
109	2	1	3	0	28	749	0	1	1
109	3	2	1	0	28	749	0	1	2
109	3	3	2	0	28	749	0	1	2
109	3	1	3	0	28	749	0	1	2
110	1	1	3	0	28	749	0	1	0
110	1	2	1	0	28	749	0	1	0
110	1	3	2	0	28	749	0	1	0
110	2	2	1	0	28	749	0	1	1
110	2	3	2	0	28	749	0	1	1
110	2	1	3	0	28	749	0	1	1
110	3	2	1	0	28	749	0	1	2
110	3	3	2	0	28	749	0	1	2
110	3	1	3	0	28	749	0	1	2
111	1	1	3	0	28	749	0	1	0
111	1	2	1	0	28	749	0	1	0
111	1	3	2	0	28	749	0	1	0
111	2	2	1	0	28	749	0	1	1
111	2	3	2	0	28	749	0	1	1
111	2	1	3	0	28	749	0	1	1
111	3	2	1	0	28	749	0	1	2
111	3	3	2	0	28	749	0	1	2
111	3	1	3	0	28	749	0	1	2
112	1	1	3	0	28	749	0	1	0
112	1	2	1	0	28	749	0	1	0
112	1	3	2	0	28	749	0	1	0
112	2	2	1	0	28	749	0	1	1
112	2	3	2	0	28	749	0	1	1
112	2	1	3	0	28	749	0	1	1
112	3	2	1	0	28	749	0	1	2
112	3	3	2	0	28	749	0	1	2
112	3	1	3	0	28	749	0	1	2
113	1	1	3	0	28	749	0	1	0
113	1	2	1	0	28	749	0	1	0
113	1	3	2	0	28	749	0	1	0
113	2	2	1	0	28	749	0	1	1
113	2	3	2	0	28	749	0	1	1
113	2	1	3	0	28	749	0	1	1
113	3	2	1	0	28	749	0	1	2
113	3	3	2	0	28	749	0	1	2
113	3	1	3	0	28	749	0	1	2
114	1	1	3	0	28	749	0	1	0
114	1	2	1	0	28	749	0	1	0
114	1	3	2	0	28	749	0	1	0
114	2	2	1	0	28	749	0	1	1
114	2	3	2	0	28	749	0	1	1
114	2	1	3	0	28	749	0	1	1
114	3	2	1	0	28	749	0	1	2
114	3	3	2	0	28	749	0	1	2
114	3	1	3	0	28	749	0	1	2
115	1	1	3	0	28	749	0	1	0
115	1	2	1	0	28	749	0	1	0
115	1	3	2	0	28	749	0	1	0
115	2	2	1	0	28	749	0	1	1
115	2	3	2	0	28	749	0	1	1
115	2	1	3	0	28	749	0	1	1
115	3	2	1	0	28	749	0	1	2
115	3	3	2	0	28	749	0	1	2
115	3	1	3	0	28	749	0	1	2
116	1	1	3	0	28	749	0	1	0
116	1	2	1	0	28	749	0	1	0
116	1	3	2	0	28	749	0	1	0
116	2	2	1	0	28	749	0	1	1
116	2	3	2	0	28	749	0	1	1
116	2	1	3	0	28	749	0	1	1
116	3	2	1	0	28	749	0	1	2
116	3	3	2	0	28	749	0	1	2
116	3	1	3	0	28	749	0	1	2
117	1	1	3	0	28	749	0	1	0
117	1	2	1	0	28	749	0	1	0
117	1	3	2	0	28	749	0	1	0
117	2	2	1	0	28	749	0	1	1
117	2	3	2	0	28	749	0	1	1
117	2	1	3	0	28	749	0	1	1
117	3	2	1	0	28	749	0	1	2
117	3	3	2	0	28	749	0	1	2
117	3	1	3	0	28	749	0	1	2
118	1	1	3	0	28	749	0	1	0
118	1	2	1	0	28	749	0	1	0
118	1	3	2	0	28	749	0	1	0
118	2	2	1	0	28	749	0	1	1
118	2	3	2	0	28	749	0	1	1
118	2	1	3	0	28	749	0	1	1
118	3	2	1	0	28	749	0	1	2
118	3	3	2	0	28	749	0	1	2
118	3	1	3	0	28	749	0	1	2
119	1	1	3	0	28	749	0	1	0
119	1	2	1	0	28	749	0	1	0
119	1	3	2	0	28	749	0	1	0
119	2	2	1	0	28	749	0	1	1
119	2	3	2	0	28	749	0	1	1
119	2	1	3	0	28	749	0	1	1
119	3	2	1	0	28	749	0	1	2
119	3	3	2	0	28	749	0	1	2
119	3	1	3	0	28	749	0	1	2
120	1	1	3	0	28	749	0	1	0
120	1	2	1	0	28	749	0	1	0
120	1	3	2	0	28	749	0	1	0
120	2	2	1	0	28	749	0	1	1
120	2	3	2	0	28	749	0	1	1
120	2	1	3	0	28	749	0	1	1
120	3	2	1	0	28	749	0	1	2
120	3	3	2	0	28	749	0	1	2
120	3	1	3	0	28	749	0	1	2
121	1	1	3	0	28	749	0	1	0
121	1	2	1	0	28	749	0	1	0
121	1	3	2	0	28	749	0	1	0
121	2	2	1	0	28	749	0	1	1
121	2	3	2	0	28	749	0	1	1
121	2	1	3	0	28	749	0	1	1
121	3	2	1	0	28	749	0	1	2
121	3	3	2	0	28	749	0	1	2
121	3	1	3	0	28	749	0	1	2
122	1	1	3	0	28	749	0	1	0
122	1	2	1	0	28	749	0	1	0
122	1	3	2	0	28	749	0	1	0
122	2	2	1	0	28	749	0	1	1
122	2	3	2	0	28	749	0	1	1
122	2	1	3	0	28	749	0	1	1
122	3	2	1	0	28	749	0	1	2
122	3	3	2	0	28	749	0	1	2
122	3	1	3	0	28	749	0	1	2
123	1	1	3	0	28	749	0	1	0
123	1	2	1	0	28	749	0	1	0
123	1	3	2	0	28	749	0	1	0
123	2	2	1	0	28	749	0	1	1
123	2	3	2	0	28	749	0	1	1
123	2	1	3	0	28	749	0	1	1
123	3	2	1	0	28	749	0	1	2
123	3	3	2	0	28	749	0	1	2
123	3	1	3	0	28	749	0	1	2
124	1	1	3	0	28	749	0	1	0
124	1	2	1	0	28	749	0	1	0
124	1	3	2	0	28	749	0	1	0
124	2	2	1	0	28	749	0	1	1
124	2	3	2	0	28	749	0	1	1
124	2	1	3	0	28	749	0	1	1
124	3	2	1	0	28	749	0	1	2
124	3	3	2	0	28	749	0	1	2
124	3	1	3	0	28	749	0	1	2
125	1	1	3	0	28	749	0	1	0
125	1	2	1	0	28	749	0	1	0
125	1	3	2	0	28	749	0	1	0
125	2	2	1	0	28	749	0	1	1
125	2	3	2	0	28	749	0	1	1
125	2	1	3	0	28	749	0	1	1
125	3	2	1	0	28	749	0	1	2
125	3	3	2	0	28	749	0	1	2
125	3	1	3	0	28	749	0	1	2
126	1	1	3	0	28	749	0	1	0
126	1	2	1	0	28	749	0	1	0
126	1	3	2	0	28	749	0	1	0
126	2	2	1	0	28	749	0	1	1
126	2	3	2	0	28	749	0	1	1
126	2	1	3	0	28	749	0	1	1
126	3	2	1	0	28	749	0	1	2
126	3	3	2	0	28	749	0	1	2
126	3	1	3	0	28	749	0	1	2
127	1	1	3	0	28	749	0	1	0
127	1	2	1	0	28	749	0	1	0
127	1	3	2	0	28	749	0	1	0
127	2	2	1	0	28	749	0	1	1
127	2	3	2	0	28	749	0	1	1
127	2	1	3	0	28	749	0	1	1
127	3	2	1	0	28	749	0	1	2
127	3	3	2	0	28	749	0	1	2
127	3	1	3	0	28	749	0	1	2
128	1	1	3	0	28	749	0	1	0
128	1	2	1	0	28	749	0	1	0
128	1	3	2	0	28	749	0	1	0
